molecule,ae_term,model,df_spline,k,beta,pval,p_adj_bh_global,p_adj_bh_by_mol,sig_p05,sig_fdr_global05,sig_fdr_mol05
LSD,euphoric mood,linear,NA,4,0.004319421403153754,0.5053380243868221,0.909838638916717,0.776144977941037,FALSE,FALSE,FALSE
PSILOCYBIN,dizziness,linear,NA,5,-0.04800591821071932,0.5057513570786147,0.909838638916717,0.9436371563413922,FALSE,FALSE,FALSE
LSD,dizziness,linear,NA,6,0.0026126268181090014,0.5288051107353702,0.909838638916717,0.776144977941037,FALSE,FALSE,FALSE
MDMA,fatigue,linear,NA,12,0.010150072098639608,0.5497629240528875,0.909838638916717,0.8342037803930792,FALSE,FALSE,FALSE
LSD,lack of appetite,linear,NA,4,0.0044936582314456935,0.5584572803462373,0.909838638916717,0.776144977941037,FALSE,FALSE,FALSE
LSD,perspiration,linear,NA,5,0.0035004795180443816,0.5588243841175466,0.909838638916717,0.776144977941037,FALSE,FALSE,FALSE
MDMA,headache,linear,NA,12,0.013606715763165265,0.5721624737118786,0.909838638916717,0.8342037803930792,FALSE,FALSE,FALSE
PSILOCYBIN,fatigue,linear,NA,6,-0.06697728104488669,0.5859977674378856,0.909838638916717,0.9436371563413922,FALSE,FALSE,FALSE
MDMA,nausea,linear,NA,9,0.020114509095811937,0.61390606919152,0.9287296944179405,0.8342037803930792,FALSE,FALSE,FALSE
MDMA,xerostomia,linear,NA,4,0.02724917157598632,0.6355838326804413,0.9374861532036509,0.8342037803930792,FALSE,FALSE,FALSE
PSILOCYBIN,sleep disorder,linear,NA,5,-0.07279110817657775,0.6860147926535243,0.9746446732585161,0.9436371563413922,FALSE,FALSE,FALSE
PSILOCYBIN,anxiety,linear,NA,7,-0.05415200080686451,0.7275255961847789,0.9746446732585161,0.9436371563413922,FALSE,FALSE,FALSE
MDMA,restlessness,linear,NA,9,0.00646064527844145,0.7460950116372794,0.9746446732585161,0.9216467790813452,FALSE,FALSE,FALSE
LSD,hallucination visual,linear,NA,4,-0.0011918546802502888,0.8296271278277486,0.9746446732585161,0.9581252720168464,FALSE,FALSE,FALSE
LSD,Fatigue,linear,NA,4,-0.0012134204108148327,0.8494898149390382,0.9746446732585161,0.9581252720168464,FALSE,FALSE,FALSE
LSD,altered state of consciousness,linear,NA,4,0.0019516376690798935,0.8656190699691487,0.9746446732585161,0.9581252720168464,FALSE,FALSE,FALSE
LSD,Mydriasis,linear,NA,4,0.0012091567632698658,0.867676276532408,0.9746446732585161,0.9581252720168464,FALSE,FALSE,FALSE
PSILOCYBIN,diarrhea,linear,NA,3,0.05570326556096787,0.8752947091195503,0.9746446732585161,0.9436371563413922,FALSE,FALSE,FALSE
PSILOCYBIN,back pain,linear,NA,3,-0.01638092247624197,0.8786952817490256,0.9746446732585161,0.9436371563413922,FALSE,FALSE,FALSE
PSILOCYBIN,headache,linear,NA,9,-0.011147910530343627,0.9087208662303634,0.9746446732585161,0.9436371563413922,FALSE,FALSE,FALSE
MDMA,ophthalmological,linear,NA,4,-0.00925324624913205,0.9169111394020392,0.9746446732585161,0.9810165865643957,FALSE,FALSE,FALSE
PSILOCYBIN,nausea,linear,NA,8,0.011186426227040663,0.9196746193057042,0.9746446732585161,0.9436371563413922,FALSE,FALSE,FALSE
MDMA,rumination,linear,NA,6,0.002955655266581882,0.9240613784190882,0.9746446732585161,0.9810165865643957,FALSE,FALSE,FALSE
PSILOCYBIN,migraine,linear,NA,3,0.020820989992651084,0.9436371563413922,0.9746446732585161,0.9436371563413922,FALSE,FALSE,FALSE
LSD,Balance_disorder,linear,NA,4,-5.029716751488908e-4,0.9468208753181986,0.9746446732585161,0.9581252720168464,FALSE,FALSE,FALSE
LSD,emotional distress,linear,NA,5,-4.0512218844039843e-4,0.9514610753856725,0.9746446732585161,0.9581252720168464,FALSE,FALSE,FALSE
MDMA,irritability,linear,NA,6,0.0018358670240209672,0.9545527479358007,0.9746446732585161,0.9810165865643957,FALSE,FALSE,FALSE
LSD,hypertension,linear,NA,4,3.165435747054473e-4,0.9581252720168464,0.9746446732585161,0.9581252720168464,FALSE,FALSE,FALSE
MDMA,pain,linear,NA,6,0.0017535214176728122,0.9810165865643957,0.9810165865643957,0.9810165865643957,FALSE,FALSE,FALSE
