molecule,time_window,ae_term,k,log_or,se,z,pval,ci_lb,ci_ub,tau2,I2,QE,QEp,or,or_ci_lb,or_ci_ub,stars,pval_fmt,QEp_fmt,status,log_or_ci,or_ci
MDMA,follow_up,dizziness,3,0.19087698147454243,0.6591099408672635,0.2895980922748405,0.7721237266349119,-1.1009547644776188,1.4827087274267035,9.965080105924616e-7,6.270004036740162e-5,1.834605773030558,0.3995953429658442,1.2103105523032818,0.3325534218819782,4.404861103899704,,0.772,0.400,ok,"0.191 [-1.101, 1.483]","1.21 [0.33, 4.40]"
MDMA,follow_up,drowsiness,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,follow_up,fatigue,5,2.34933822930525,0.5155282389788072,4.557147507494403,5.185300961350939e-6,1.33892144789343,3.3597550107170697,0,0,1.3528610233225424,0.8523451964516839,10.478632977487168,3.814926688448402,28.782138699902482,***,<0.001,0.852,ok,"2.349 [1.339, 3.360] ***","10.48 [3.81, 28.78] ***"
MDMA,follow_up,feeling cold,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,follow_up,headache,5,0.8846247761117962,0.4827823918239561,1.8323468110957322,0.06689976704603413,-0.06161132423326232,1.8308608764568548,0,0,0.6570845490678863,0.9565138909025606,2.422075400409368,0.940248267495469,6.239255575439249,,0.067,0.957,ok,"0.885 [-0.062, 1.831]","2.42 [0.94, 6.24]"
MDMA,follow_up,infectious,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,follow_up,irritability,4,0.4991095696368829,0.6036049182997452,0.8268812173412896,0.4083043903220121,-0.6839343311218592,1.6821534703956251,0,0,1.452666888991792,0.6932370657146079,1.647253852634136,0.504627709181037,5.3771229872051,,0.408,0.693,ok,"0.499 [-0.684, 1.682]","1.65 [0.50, 5.38]"
MDMA,follow_up,jaw tension,3,-0.010980388559072685,0.6638918651653287,-0.01653942326336269,0.986804051167169,-1.3121845339122384,1.290223756794093,1.872804434411676e-6,1.2053079666636878e-4,1.7425645371851004,0.4184146851098095,0.9890796758628012,0.26923126866882907,3.6335995073744813,,0.987,0.418,ok,"-0.011 [-1.312, 1.290]","0.99 [0.27, 3.63]"
MDMA,follow_up,lack of appetite,5,0.4730137994296366,0.4984219291588591,0.9490228494318028,0.34260899096440556,-0.5038752308267013,1.4499028296859744,0,0,2.2569260909301785,0.6886219164033844,1.6048235284728212,0.6041847617865312,4.262700287118312,,0.343,0.689,ok,"0.473 [-0.504, 1.450]","1.60 [0.60, 4.26]"
MDMA,follow_up,muscle tension,3,0.6811065891143511,0.6763863864072924,1.0069785595953973,0.3139450775700336,-0.6445863678771342,2.006799546105836,0,0,0.8902765729948003,0.640735664814746,1.976063212833499,0.5248796042765209,7.439469526532947,,0.314,0.641,ok,"0.681 [-0.645, 2.007]","1.98 [0.52, 7.44]"
MDMA,follow_up,nausea,2,0.07448423444696806,0.7344897414882526,0.10140949592576352,0.9192253986776544,-1.3650892058841417,1.5140576747780778,0,0,0.5699807682622494,0.4502665586627596,1.0773283587109959,0.25535789554517335,4.5451361118286195,,0.919,0.450,ok,"0.074 [-1.365, 1.514]","1.08 [0.26, 4.55]"
MDMA,follow_up,ophthalmological,2,-1.3696040029194043,0.9681048509685544,-1.414726929163886,0.15714857558871084,-3.2670546440762873,0.5278466382374785,0,0,0.6494399761265088,0.42031297385798244,0.25420760509329715,0.038118534547457644,1.6952778288686783,,0.157,0.420,ok,"-1.370 [-3.267, 0.528]","0.25 [0.04, 1.70]"
MDMA,follow_up,pain,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,follow_up,paresthesia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,follow_up,perspiration,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,follow_up,restlessness,2,-0.434500373634787,0.7852495800506554,-0.5533277376687779,0.5800390108781028,-1.9735612694092735,1.1045605221396995,0,0,0.6099180566873896,0.4348186649134493,0.6475881383716421,0.13896109607077906,3.0178978780222416,,0.580,0.435,ok,"-0.435 [-1.974, 1.105]","0.65 [0.14, 3.02]"
MDMA,follow_up,rumination,3,0.02634493591880241,0.6642089802281617,0.03966362500813026,0.9683613018812127,-1.2754807435364712,1.328170615374076,0,0,1.5409067774609917,0.46280319098558564,1.0266950313959566,0.27929666587462415,3.7741327279801093,,0.968,0.463,ok,"0.026 [-1.275, 1.328]","1.03 [0.28, 3.77]"
MDMA,follow_up,sleep disorder,10,1.1812443924606908,0.3549698683068172,3.327731444066361,8.755622642851433e-4,0.48551623498240315,1.8769725499389784,0,0,7.883471501956634,0.5459309065777581,3.258426442377235,1.625013681258734,6.5336944561346595,***,<0.001,0.546,ok,"1.181 [0.486, 1.877] ***","3.26 [1.63, 6.53] ***"
MDMA,follow_up,thirst,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,follow_up,weakness,3,-0.09041420539720751,0.6655583920288877,-0.13584714200896622,0.8919421225366386,-1.3948846833822173,1.2140562725878024,0,0,0.8517368802216896,0.6532022716865686,0.9135527084305988,0.24786161728265302,3.367114925781984,,0.892,0.653,ok,"-0.090 [-1.395, 1.214]","0.91 [0.25, 3.37]"
MDMA,follow_up,xerostomia,2,-0.6076625644137126,0.7978644236158745,-0.7616113044116213,0.44629202593093426,-2.1714480992466356,0.9561229704192102,0,0,0.44733365346074594,0.5036038870049208,0.5446224022161925,0.11401239604678186,2.6015904522700217,,0.446,0.504,ok,"-0.608 [-2.171, 0.956]","0.54 [0.11, 2.60]"
